Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2012-10-29,Perth,14.5,23.4,0,5.4,10.8,W,30,W,W,11,15,67,66,1009.3,1009.6,4,4,21.4,20.4,No,0,No
2012-10-30,Perth,13,22.4,0,5,7.4,SSW,37,SSW,SSW,11,20,49,49,1014.4,1013.9,5,6,18.9,20.8,No,0,No
2012-10-31,Perth,14.2,21.4,0,7,2,ESE,41,ESE,E,17,17,58,51,1017.6,1015.6,7,5,15.7,20.5,No,0,No
2012-11-01,Perth,14.4,22.4,0,5,7.1,ESE,39,E,E,19,11,66,57,1015.5,1011.7,4,7,17.7,20.5,No,0,No
2012-11-02,Perth,13.3,23.3,0,4,11,WNW,35,WNW,WNW,13,15,60,53,1012.1,1011.5,4,7,21,22.8,No,0,No
2012-11-03,Perth,12.3,22.8,0,6.6,4.7,NW,37,NNW,NNW,15,17,60,91,1009.1,1006.7,7,8,20.7,16.8,No,26,Yes
2012-11-04,Perth,13.1,19,26,3.4,7,WSW,54,WNW,W,19,20,49,46,1003.3,1003.7,6,3,18.4,18.3,Yes,11.2,Yes
2012-11-05,Perth,10.6,19.9,11.2,5,9.6,SSW,43,SW,WSW,15,17,69,48,1011.6,1013.3,5,5,15.9,19.4,Yes,0.4,No
2012-11-06,Perth,13.6,21.8,0.4,4.8,10.8,W,33,SW,WSW,19,15,81,48,1018.4,1017.7,7,3,15.6,20.6,No,0,No
2012-11-07,Perth,11.7,23.1,0,5.2,9.7,SW,37,SE,SW,7,19,62,50,1021.4,1020,7,7,18.8,20.7,No,0,No
2012-11-08,Perth,11.6,26.5,0,6.8,12.9,WSW,33,E,SW,9,20,49,46,1022.1,1019.2,0,5,19.8,23.9,No,0,No
2012-11-09,Perth,11.2,31.5,0,7.4,13,NE,31,NNE,WSW,13,17,27,32,1017.1,1014.2,1,6,26.4,27.6,No,0,No
2012-11-10,Perth,12.4,23.8,0,8,9.2,SSW,39,S,WSW,11,20,56,57,1014.2,1012.4,1,5,20.2,21.2,No,1.2,Yes
2012-11-11,Perth,11,21.6,1.2,6.6,13.3,SSW,41,S,SW,19,19,50,38,1022.6,1021.5,2,1,17,20.1,Yes,0,No
2012-11-12,Perth,11,26.9,0,9,12.6,S,35,ENE,SSW,15,17,46,41,1024.1,1020.2,7,1,20.1,24.6,No,0,No
2012-11-13,Perth,11.7,31,0,8,11.7,SSW,30,SSE,SSW,13,19,57,39,1019.9,1015,6,7,19.5,26.9,No,0,No
2012-11-14,Perth,14,26.6,0,8,12,SW,43,SSW,SW,15,24,57,52,1014.6,1014.6,7,0,21.6,23.5,No,0,No
2012-11-15,Perth,13,26.3,0,7,13.3,SSW,41,ESE,SW,9,26,52,48,1019.2,1017.1,1,0,21.4,23.1,No,0,No
2012-11-16,Perth,13.6,30.4,0,8,12.7,SSW,37,SE,SW,7,20,44,38,1017.2,1014.2,2,2,23.5,28.5,No,0,No
2012-11-17,Perth,18.1,35.3,0,11,13,SSW,39,NNE,WSW,13,17,28,30,1013.1,1009.1,0,1,28,30.8,No,0,No
2012-11-18,Perth,16.7,25.4,0,9.6,12.9,SSW,48,SW,SW,13,24,63,60,1007.8,1008.1,5,6,22.6,23.8,No,0,No
2012-11-19,Perth,15.5,25,0,8,12,SW,35,SSW,SW,7,17,55,50,1013.3,1013.2,1,1,22.4,22.6,No,0,No
2012-11-20,Perth,12.9,26.1,0,8.4,12.8,SW,41,SSE,SW,13,22,55,50,1019,1016.9,3,0,20.5,23.3,No,0,No
2012-11-21,Perth,16.2,35.2,0,7.4,9.2,E,33,E,ESE,13,13,48,22,1015.7,1010.3,1,6,24.6,34.5,No,0,No
2012-11-22,Perth,18.8,31.8,0,8.4,12.9,WSW,33,NW,WSW,11,15,42,51,1010.7,1007.6,4,2,28.4,26.5,No,0,No
2012-11-23,Perth,18,24.1,0,7.8,9.1,WSW,39,SSW,SSW,15,19,52,53,1013.8,1013.3,7,7,21.5,21.9,No,0,No
2012-11-24,Perth,16.8,30,0,7.2,6.7,SW,43,E,S,11,20,59,38,1014.2,1008.2,7,2,20.8,29,No,0.8,No
2012-11-25,Perth,16.4,28.4,0.8,11.4,13.2,SSE,39,SSE,SW,11,20,56,48,1015.9,1015.3,1,2,21.3,24.6,No,0,No
2012-11-26,Perth,15.4,30.2,0,7,12.7,WSW,33,ENE,SW,13,17,61,52,1015.3,1010.6,3,1,23.8,26.1,No,0,No
2012-11-27,Perth,15.4,25.5,0,7.6,9.7,WNW,52,WNW,NW,9,24,70,56,1003.8,1002.2,7,4,20.1,23.4,No,8,Yes
2012-11-28,Perth,14.1,22,8,5.8,5.5,WNW,74,N,WNW,15,30,83,66,1000.1,995.9,7,7,16.6,20.4,Yes,9.6,Yes
2012-11-29,Perth,12.6,19.8,9.6,6.4,9.2,SW,56,W,W,20,22,49,49,1007.6,1009.3,5,5,16.8,19.1,Yes,1,No
2012-11-30,Perth,13.5,20.7,1,5.8,8.5,WSW,41,SW,SW,17,20,51,46,1015.4,1016.4,7,3,18.1,18.9,No,0,No
2013-01-01,Perth,25.1,30.8,0,10,8.5,WNW,35,WNW,NW,11,13,62,68,1009.1,1009.4,1,5,29.6,27.4,No,0.4,No
2013-01-02,Perth,21.6,28.5,0.4,8,11.4,SW,33,WSW,WSW,9,15,65,49,1013.2,1011.6,4,2,24.9,27,No,0,No
2013-01-03,Perth,18.9,27.3,0,9.8,11.2,W,39,W,WSW,17,22,58,61,1012.9,1011.2,6,7,23.6,23.8,No,0,No
2013-01-04,Perth,18.3,25.6,0,8,12.4,SSW,39,SSW,SW,15,19,47,46,1015,1013,4,0,22.8,24,No,0,No
2013-01-05,Perth,14,36.9,0,8.2,13.2,SW,37,ESE,SW,11,20,44,29,1012.5,1007.8,0,0,25.6,33.2,No,0,No
2013-01-06,Perth,22,35.3,0,12,6,NNE,39,NNE,NE,13,15,56,46,1010.4,1010.1,8,5,30.3,30.9,No,4.8,Yes
2013-01-07,Perth,24,37.8,4.8,5.2,3.3,NW,37,SE,NE,9,11,90,38,1012.4,1009.7,7,3,25.3,37.3,Yes,0.2,No
2013-01-08,Perth,25.2,39.1,0.2,6.6,9.2,SSW,46,WSW,SW,9,19,36,61,1011,1009.3,5,7,33.9,30.3,No,0,No
2013-01-09,Perth,22.3,26.4,0,11.2,11.8,SW,50,SSW,SSW,20,26,67,56,1010.1,1008.8,7,1,23.9,25,No,0,No
2013-01-10,Perth,15.6,26.2,0,8.8,13.1,SSW,46,SSE,SW,17,26,51,51,1010.6,1007.6,3,1,23.2,24.7,No,0,No
2013-01-11,Perth,16.7,29.4,0,9.8,12.8,S,41,SE,SW,11,19,49,46,1011.5,1008.3,2,1,22.5,27.8,No,0,No
2013-01-12,Perth,20.4,34.9,0,9.4,10.4,ENE,41,E,SSE,17,15,49,32,1009.8,1007.1,2,4,24.9,33.4,No,0,No
2013-01-13,Perth,22.2,28.1,0,10.2,0.4,E,37,E,ENE,13,15,61,59,1011.9,1010,7,8,25,26.8,No,1.2,Yes
2013-01-14,Perth,21.7,37.3,1.2,4.2,12.3,SSW,30,ENE,SW,11,13,67,44,1008.9,1006.1,5,7,27.9,35.8,Yes,0,No
2013-01-15,Perth,27.3,32.6,0,9.2,12.4,NW,31,NNW,WNW,11,15,51,66,1007.5,1006.9,6,5,32.3,29.6,No,0,No
2013-01-16,Perth,22.8,27.1,0,8.8,6.9,NW,43,NW,W,19,17,70,89,1008.2,1008,7,7,25.5,23.5,No,0.6,No
2013-01-17,Perth,19.1,24.5,0.6,7.2,12.7,SW,50,SW,SW,22,24,50,39,1016.3,1015.5,7,1,20.4,23,No,0,No
2013-01-18,Perth,15.1,30.2,0,10.8,13.1,SE,37,ESE,SSE,17,15,51,25,1019.9,1014.5,2,0,20.9,28.6,No,0,No
2013-01-19,Perth,16.6,33.2,0,9.4,12.9,SW,43,E,SSW,13,17,48,30,1015.7,1011.1,0,0,23.3,31.3,No,0,No
2013-01-20,Perth,15.4,35.1,0,10.2,13.2,WSW,33,NE,WSW,11,13,32,29,1010.2,1008.3,0,0,29.6,32.7,No,0,No
2013-01-21,Perth,19.4,31.5,0,11.4,13,S,48,S,SSW,11,20,51,45,1012.9,1010.6,0,0,24.2,29.4,No,0,No
2013-01-22,Perth,18.1,35.7,0,10.8,13.1,SE,35,E,SW,11,15,50,31,1012.8,1008.5,1,0,24.1,33.8,No,0,No
2013-01-23,Perth,20,28.7,0,11,13,S,43,SW,SW,19,20,55,58,1008.2,1007.6,1,1,25.3,26.2,No,0,No
2013-01-24,Perth,17.2,28.4,0,9.2,12.5,SW,48,S,SW,13,26,58,46,1016.8,1015.2,2,0,21.8,25.4,No,0,No
2013-01-25,Perth,16.1,30.8,0,11,13.1,SW,39,E,SSW,15,22,44,30,1021.4,1017.7,0,0,21.8,29.2,No,0,No
2013-01-26,Perth,15.4,34.9,0,11,13.1,SSW,37,E,SW,9,17,37,21,1020.5,1017.4,0,0,26.1,33,No,0,No
2013-01-27,Perth,20.6,34.5,0,11.2,13.1,SW,43,SE,SW,9,19,45,38,1021.4,1018.4,0,5,25.6,32.1,No,0,No
2013-01-28,Perth,16.8,32.5,0,11.8,13.1,ENE,35,E,SSE,17,15,48,19,1023.4,1019.8,0,0,22,31.3,No,0,No
2013-01-29,Perth,17.8,32.7,0,10.8,13,SSW,39,ENE,SSW,13,22,38,34,1021.3,1017.9,0,0,24.5,28.5,No,0,No
2013-01-30,Perth,16.8,32.3,0,11,13,SSW,43,ESE,SW,9,19,34,44,1019.2,1017.3,0,1,25.7,29.8,No,0,No
2013-01-31,Perth,17.2,34.9,0,11.2,13,E,44,E,ESE,15,15,49,18,1023.1,1019.3,1,3,22.5,33.6,No,0,No
2013-03-01,Perth,20,33.8,0,10.2,11.8,NE,35,E,E,13,13,41,27,1008.7,1004.5,1,1,25.5,33.3,No,0,No
2013-03-02,Perth,17.4,28.3,0,10.4,12,WSW,30,S,SW,7,19,59,51,1009,1006.2,1,1,22.4,26.1,No,0,No
2013-03-03,Perth,16.3,30.3,0,7.6,12,NW,30,NNE,WSW,9,15,57,44,1007,1004,0,1,24.9,28.8,No,0.2,No
2013-03-04,Perth,18.4,27.3,0.2,6.4,8.5,WSW,35,W,W,7,15,82,57,1006.1,1006.5,7,4,23.5,24.8,No,0.2,No
2013-03-05,Perth,15.5,27.5,0.2,5.8,8,WSW,28,N,WSW,7,15,69,51,1011.9,1010.8,5,1,22.2,25.6,No,0,No
2013-03-06,Perth,16.9,30.1,0,4.8,11.6,SW,43,SSE,SSW,11,22,62,50,1015.8,1013.2,1,1,23.4,28.2,No,0,No
2013-03-07,Perth,18.3,31.1,0,8.8,12,ESE,33,E,SW,11,19,58,45,1017.7,1013.5,1,0,23.5,29.4,No,0,No
2013-03-08,Perth,18.1,33.5,0,9.2,11.7,SSW,39,E,SSW,13,17,60,43,1016.4,1012.5,0,0,22.8,30.8,No,0,No
2013-03-09,Perth,19.2,34.8,0,9.2,7.8,E,37,E,E,9,13,58,28,1015.3,1011,7,2,23.3,33.7,No,0,No
2013-03-10,Perth,23,30.8,0,9.2,0.3,NW,28,NE,WNW,6,9,45,44,1010.1,1008.3,7,7,26.8,29.4,No,18,Yes
2013-03-11,Perth,20.4,26.2,18,3.4,9.5,SW,44,WSW,SW,7,28,74,64,1008.8,1009.6,7,4,24.6,24.4,Yes,0,No
2013-03-12,Perth,12,25.6,0,6.8,11.5,S,35,SSE,SSE,17,15,52,29,1021.7,1018.5,1,0,17.1,24.9,No,0,No
2013-03-13,Perth,14.4,28.2,0,8,11.2,E,35,E,E,13,11,49,30,1022.4,1016.7,0,1,19.1,27.7,No,0.4,No
2013-03-14,Perth,16.9,24.4,0.4,8.4,0.1,NE,31,ESE,ESE,6,11,73,93,1015.2,1011.2,7,7,17,17.2,No,26.2,Yes
2013-03-15,Perth,15.5,29.2,26.2,2.4,7.7,ESE,31,ENE,SSW,9,13,69,58,1010.7,1010.6,4,4,24.3,27.3,Yes,0,No
2013-03-16,Perth,19.8,29.7,0,6.6,9.8,E,35,E,ESE,13,15,65,48,1017.7,1015,3,3,22.8,28.5,No,0,No
2013-03-17,Perth,19.7,31.3,0,7.2,11.1,WSW,28,ESE,WSW,9,15,68,56,1016.7,1013.6,1,2,24.9,28.4,No,0,No
2013-03-18,Perth,19.2,30.1,0,6.8,10.2,SW,24,E,WSW,6,13,71,59,1013.7,1011.7,5,3,24.7,28.6,No,0,No
2013-03-19,Perth,18.8,29.3,0,5.8,7.8,SW,35,NNE,W,7,11,86,64,1012.5,1010.8,7,7,22.2,27.3,No,0,No
2013-03-20,Perth,19.3,24.9,0,6.4,1.6,SSW,35,SSE,SW,17,19,74,59,1019,1017.8,7,8,20.6,22.7,No,0,No
2013-03-21,Perth,16,24.2,0,4.2,9.8,WSW,35,ENE,SW,7,17,57,49,1019.5,1016.1,3,1,19.6,22.5,No,0,No
2013-03-22,Perth,12.1,25.6,0,6.8,11.2,SSW,39,SSE,SSW,11,20,53,49,1020.3,1016.8,1,1,18.9,24,No,0,No
2013-03-23,Perth,12.8,25.4,0,6.2,11.2,SSW,37,SSE,SSW,13,20,58,50,1020.9,1017.7,1,1,19.4,23.7,No,0,No
2013-03-24,Perth,12.7,28.2,0,7,9.9,SSW,31,S,SW,7,17,63,50,1018.3,1013.4,0,1,19.5,25.7,No,0,No
2013-03-25,Perth,14.7,23.7,0,4.6,3.7,SSW,33,S,SW,11,13,72,71,1007.5,1004.6,3,7,20.6,21.8,No,24.6,Yes
2013-03-26,Perth,12.6,20.4,24.6,4.2,7.6,SW,48,S,SW,22,22,84,43,1009.8,1012.6,6,4,14.8,19.8,Yes,0,No
2013-03-27,Perth,8.2,23.6,0,4.4,10.1,WSW,31,E,SW,4,13,58,49,1023.1,1021.8,1,3,17.1,23.3,No,0,No
2013-03-28,Perth,11.4,24.9,0,4.6,10.9,SW,30,ESE,SW,11,15,57,45,1028.6,1024.1,0,1,18.2,23.9,No,0,No
2013-03-29,Perth,14.5,27.4,0,5.2,11.1,SSW,37,ENE,SSW,13,17,59,43,1024,1019.7,0,1,20.1,25.5,No,0,No
2013-03-30,Perth,13.1,27.3,0,6.4,11.2,SSW,30,ENE,SW,11,17,59,50,1021.7,1018.9,1,1,20.2,26.2,No,0,No
2013-03-31,Perth,12.4,30.1,0,4.8,11.1,NE,24,E,ESE,9,7,55,28,1021,1017.5,0,1,20.7,29.7,No,0,No
2013-04-01,Perth,14.9,31.7,0,7.2,11,SSE,26,E,S,7,15,44,26,1019.9,1016.9,0,1,22.9,30.2,No,0,No
2013-04-02,Perth,13,32,0,7.6,10.9,NE,31,ENE,E,9,9,41,22,1019.3,1015.1,1,1,22.8,31.4,No,0,No
2013-04-03,Perth,16.2,34.4,0,7.6,10.5,NE,28,NE,N,15,7,35,26,1015.9,1012.8,1,1,26,34,No,0,No
2013-04-04,Perth,18.1,36.2,0,6.2,9.2,NE,28,NNE,W,15,11,42,33,1014.7,1012.2,5,8,28.2,32.7,No,0,No
2013-04-05,Perth,18.2,27.3,0,5.8,10,S,31,SSW,SW,11,13,70,56,1016.3,1015.7,4,2,24.2,26.2,No,0,No
2013-04-06,Perth,18.1,28.4,0,6.8,10.5,SE,35,ESE,SE,13,15,64,44,1019.9,1016.2,3,6,22.3,27.9,No,0,No
2013-04-07,Perth,17.7,31.7,0,7,9.8,SE,31,ESE,NE,15,7,64,35,1018.3,1013.7,1,1,21.5,30.7,No,0,No
2013-04-08,Perth,18.2,37.3,0,5.8,10.2,NNW,31,NE,W,9,15,37,25,1015.5,1013.3,1,3,28.8,32.5,No,0,No
2013-04-09,Perth,15.9,33.8,0,7,10.4,W,20,NA,WSW,0,11,50,41,1016.3,1014,1,1,25.2,31,No,0,No
2013-04-10,Perth,18.5,36.4,0,5,7.3,W,24,S,W,7,13,57,39,1014.7,1012.5,6,7,25.5,30.8,No,0.2,No
2013-04-11,Perth,20,36.2,0.2,6.8,5.3,W,41,NE,SSW,9,9,45,44,1012.5,1011.8,3,8,27.9,28.7,No,0.4,No
2013-04-12,Perth,21,24,0.4,4.8,0,SSE,22,NA,ENE,0,7,65,81,1016,1014.6,8,8,23.8,22.9,No,2.8,Yes
2013-04-13,Perth,19.7,27,2.8,1.6,0.4,SSE,24,S,SSE,6,13,77,52,1016,1013.9,7,7,22.3,26.6,Yes,0,No
2013-04-14,Perth,20.8,28.5,0,1.4,4.4,S,24,SSE,SSW,13,6,78,58,1017.1,1014.3,7,8,22.2,28,No,0,No
2013-04-15,Perth,20.7,28.7,0,2.4,4.4,WSW,22,NA,W,0,9,72,70,1015.5,1012.9,6,8,25.5,25.4,No,0,No
2013-04-16,Perth,20.8,26.4,0,3.8,2,WNW,20,SSE,WNW,7,13,85,73,1014.6,1013.5,7,6,22.7,24.1,No,0,No
2013-04-17,Perth,19.7,26.6,0,2.6,4.2,W,17,NE,WSW,11,7,83,60,1014.5,1011.9,8,7,20.8,25.6,No,0,No
2013-04-18,Perth,16.7,25.5,0,2.4,2.8,WNW,19,N,WSW,7,9,96,63,1014.1,1012.4,7,7,20.2,24.2,No,3.6,Yes
2013-04-19,Perth,18.1,26.6,3.6,2,5.5,SW,31,E,WSW,6,9,83,64,1013.8,1013.3,7,7,20.7,24.3,Yes,0.4,No
2013-04-20,Perth,16,21.9,0.4,3,7.8,SSW,39,SSE,SW,13,19,76,52,1019,1017.7,3,7,18.7,20.2,No,0.2,No
2013-04-21,Perth,13.2,22.5,0.2,5.4,4.4,WSW,39,NE,W,7,19,70,51,1018.3,1015.9,7,7,16.6,20.7,No,12.6,Yes
2013-04-22,Perth,15.6,23.1,12.6,6.4,7.4,SW,22,NE,WSW,7,13,84,54,1018.2,1017.4,3,4,19,22.1,Yes,0.4,No
2013-04-23,Perth,11,24.1,0.4,2,9.8,SW,24,NE,SSW,11,7,73,49,1022.6,1020.1,1,3,17.8,23.6,No,0,No
2013-04-24,Perth,11.5,28.4,0,2.8,4.7,SSW,20,ENE,SW,4,11,63,38,1021.7,1017.2,8,7,18.6,26.2,No,0,No
2013-04-25,Perth,15.7,26.4,0,4.4,0.4,NW,19,NNE,SSE,9,6,51,41,1015.6,1012.8,7,7,21,26.2,No,0,No
2013-04-26,Perth,16.3,25.1,0,2.6,10.3,WSW,26,SSW,WSW,13,13,76,60,1016.4,1015.6,2,3,21.9,23.7,No,0,No
2013-04-27,Perth,13.6,25.1,0,3.4,8.1,WSW,26,NNE,W,7,11,75,60,1018.1,1016.2,1,6,18.9,24,No,0.2,No
2013-04-28,Perth,14.1,24.2,0.2,2.6,9.9,SW,28,SSE,SW,11,15,81,48,1020.1,1017.9,3,1,18.6,23.4,No,0.2,No
2013-04-29,Perth,12.2,24.3,0.2,6.2,8.7,SE,24,ESE,WSW,7,11,70,53,1022,1018.9,7,7,16.8,23.1,No,0,No
2013-04-30,Perth,14.7,30,0,4.6,7.9,WSW,26,ENE,W,9,11,58,51,1018.1,1014.6,7,5,19.5,25.4,No,0,No
2013-05-01,Perth,14.4,25.7,0,2.6,1.3,NW,31,NNE,NNW,9,9,79,38,1013.5,1010.2,8,7,17.6,25.7,No,10.8,Yes
2013-05-02,Perth,17.5,22.9,10.8,5,6.4,WNW,43,NNW,W,11,17,77,81,1009.7,1010.6,7,7,19.8,18.8,Yes,5,Yes
2013-05-03,Perth,12.4,22.6,5,5.4,8.5,SE,24,SE,SE,7,13,82,54,1019.1,1018.2,1,2,17.2,22,Yes,0,No
2013-05-04,Perth,11.5,23.6,0,1,9,ESE,24,E,SE,9,11,75,50,1023.8,1019.2,4,2,17.8,22.9,No,0,No
2013-05-05,Perth,12.8,25.4,0,3.6,8,ENE,26,E,S,9,7,75,55,1019,1015.6,7,7,18.1,24.6,No,0,No
2013-05-06,Perth,13,22.3,0,1.8,2,SSW,20,NNE,SW,7,7,90,65,1014.4,1011.3,7,7,15.9,21.9,No,0,No
2013-05-07,Perth,13.7,24.1,0,2.2,9.2,N,26,NNE,NNW,9,9,79,61,1007.8,1003,3,7,17.8,22.3,No,43.6,Yes
2013-05-08,Perth,16.5,20.8,43.6,4.6,4,W,57,NNE,N,13,24,89,60,996.2,991.9,7,7,17.5,18.6,Yes,22.8,Yes
2013-05-09,Perth,13.2,20.8,22.8,4,6.3,WNW,50,WSW,NW,15,19,78,58,1009.9,1008.9,5,6,15.7,19.6,Yes,5.4,Yes
2013-05-10,Perth,13.4,20.1,5.4,3.4,7.7,SW,48,WSW,W,11,17,58,59,1018.4,1018,3,4,17.7,19.1,Yes,7.2,Yes
2013-05-11,Perth,11.9,19.7,7.2,2.4,7,SSW,30,ESE,SSW,6,15,87,48,1025.4,1025.3,7,3,15.3,19.1,Yes,0,No
2013-05-12,Perth,6.3,20.7,0,1.6,7.6,SSE,22,SSE,SE,6,7,76,55,1031.8,1029.2,0,7,14.3,20,No,0,No
2013-05-13,Perth,7,21.1,0,2.2,8.3,NE,24,ESE,E,6,7,78,51,1031,1026.1,2,5,15,19.8,No,0,No
2013-05-14,Perth,9.8,21.8,0,3.2,9.2,NNE,30,E,NE,11,9,64,41,1023.3,1018.7,4,1,15.1,21.3,No,0,No
2013-05-15,Perth,6.3,22.6,0,2.4,9.5,E,24,NE,NE,11,9,63,39,1018.1,1014.2,1,1,14.8,22.2,No,0,No
2013-05-16,Perth,8.5,23.4,0,2.6,4.6,NW,33,NNE,NNW,15,9,48,54,1014.1,1011.4,7,7,17.9,21.5,No,9.4,Yes
2013-05-17,Perth,12.2,20.3,9.4,2,6.2,SW,31,ENE,W,6,13,81,53,1015.8,1016.1,2,7,17.3,19.2,Yes,0.6,No
2013-05-18,Perth,10.3,20.5,0.6,3.6,4.4,S,20,S,SW,7,9,87,51,1018.9,1015,7,5,13.8,19.1,No,0,No
2013-05-19,Perth,9.1,21.7,0,1.2,9.2,NNW,22,ENE,WNW,7,11,77,50,1014.5,1010.1,1,1,14.7,20.6,No,6,Yes
2013-05-20,Perth,11,19.2,6,1.2,7.2,SSE,33,NE,SSE,11,17,86,57,1006.9,1007.8,5,4,14,18.5,Yes,1,No
2013-05-21,Perth,7.5,21.2,1,1.4,9.2,SSE,20,S,SW,6,7,81,47,1021.4,1020.7,0,1,13.7,20.6,No,0,No
2013-05-22,Perth,6.5,21.6,0,2.4,9.1,NNE,22,NE,NE,7,6,82,49,1025.7,1023,1,6,14,21,No,0,No
2013-05-23,Perth,6.3,20.8,0,2.2,9.4,NE,24,NE,ENE,9,9,72,42,1027.3,1023.7,1,0,13.1,20.2,No,0,No
2013-05-24,Perth,6.7,22,0,2.2,9.4,NE,24,E,ENE,7,9,67,45,1025.6,1021.3,0,0,14.1,21.8,No,0,No
2013-05-25,Perth,8.2,23.2,0,3.6,9.4,NE,28,E,NE,9,13,61,40,1020.1,1016.2,1,7,15.1,22.9,No,0,No
2013-05-26,Perth,11.5,24.9,0,3.6,7.9,W,20,NE,WNW,2,9,62,53,1016.6,1014.3,3,4,17.2,23.6,No,0,No
2013-05-27,Perth,12.8,23,0,3.2,8.3,WSW,26,NNE,WNW,7,13,75,52,1014.3,1012.2,2,1,18.2,22.2,No,9.4,Yes
2013-05-28,Perth,12,20,9.4,2.2,6.4,SSW,28,ENE,S,6,9,87,61,1016.5,1015,7,5,16.2,19.3,Yes,0,No
2013-05-29,Perth,10,19.6,0,1.8,7.4,WSW,30,NA,WSW,0,7,73,65,1016.1,1015,1,3,15.4,17.7,No,13.6,Yes
2013-05-30,Perth,11.3,14.6,13.6,3.4,4.4,SSW,46,SSW,S,19,13,88,58,1015.5,1017,7,2,11.3,14,Yes,3.4,Yes
2013-05-31,Perth,3.5,16.2,3.4,1,9.3,SE,35,SSE,SSE,9,20,77,53,1029.2,1028.3,1,2,9.1,14.7,Yes,0,No
2013-06-01,Perth,3.6,18.1,0,2.4,9.2,SE,31,SSE,ESE,7,11,81,49,1034.5,1031,1,1,9,17.5,No,0,No
2013-06-02,Perth,8.2,18.1,0,1.4,7.3,ESE,30,ESE,E,11,11,80,54,1033.5,1028.8,6,1,11.9,17.6,No,0,No
2013-06-03,Perth,10.8,20,0,2.2,9.2,N,31,ENE,E,9,9,62,48,1027.7,1022.6,1,1,15.7,19.7,No,0,No
2013-06-04,Perth,5.3,20,0,2.6,8.4,WSW,19,NE,WSW,7,4,74,41,1020.8,1017.3,5,4,12.1,19.5,No,2.6,Yes
2013-06-05,Perth,9,19.4,2.6,2,5.9,SSW,30,ESE,SW,2,11,91,66,1019.4,1018.3,1,7,13.9,17,Yes,0.4,No
2013-06-06,Perth,13.8,21,0.4,2,6,SSW,33,NNE,WSW,4,9,87,58,1023.3,1021.7,3,5,15.3,20.3,No,0.2,No
2013-06-07,Perth,7.3,21.8,0.2,1,8.4,NE,33,NA,NA,0,0,85,39,1025.5,1021.1,2,7,12.9,21.6,No,0,No
2013-06-08,Perth,7,20.6,0,3.2,5.9,WSW,24,NNE,W,4,13,79,59,1020.5,1017.9,5,3,11.3,20.1,No,0.6,No
2013-06-09,Perth,11.3,21,0.6,1.2,3.5,WNW,35,NNE,NNW,9,11,90,87,1018.6,1015.2,4,6,15.8,18.8,No,10,Yes
2013-06-10,Perth,10,19.5,10,0.8,8.3,SSE,22,NA,E,0,7,96,52,1022.3,1021.8,1,1,14.1,19.4,Yes,0,No
2013-06-11,Perth,7.1,18.2,0,2.4,9.1,ENE,33,E,ENE,7,15,70,46,1026.7,1022.3,0,1,12.1,18,No,0,No
2013-06-12,Perth,10,19.3,0,3,9.1,ENE,33,ENE,ENE,13,11,57,45,1020.7,1016.6,2,1,13.1,19,No,0,No
2013-06-13,Perth,8,20.8,0,3.2,9.1,NE,31,NE,ENE,11,9,67,50,1018.3,1015.1,1,2,12.4,20.3,No,0,No
2013-06-14,Perth,9.8,20,0,3.4,6.2,NE,30,E,ENE,7,11,55,50,1015.7,1013.6,2,6,13.3,18.3,No,0,No
2013-06-15,Perth,9.8,15.4,0,2.6,0.2,NNE,26,ESE,E,11,7,80,69,1019.5,1018.1,7,7,12.6,15,No,0,No
2013-06-16,Perth,2.6,18.4,0,1,8.9,W,22,NE,SSW,6,9,86,52,1021.3,1018,1,1,9.4,18,No,10,Yes
2013-06-17,Perth,9.1,17.9,10,2.6,5.2,SW,28,ESE,SW,4,11,92,53,1020.7,1018.5,6,2,13.2,17.2,Yes,0.2,No
2013-06-18,Perth,7.1,18.1,0.2,2.8,4.4,NNE,15,NE,WSW,2,7,88,65,1020.2,1018.1,3,7,11.2,16.9,No,0,No
2013-06-19,Perth,6.7,19.2,0,1.8,9.1,S,28,SSW,S,6,13,85,52,1023.4,1022.2,1,2,11.3,18,No,0,No
2013-06-20,Perth,4.7,20.1,0,2,9.2,NE,17,S,NNE,6,2,87,48,1027.5,1024.4,1,1,10.2,19.4,No,0,No
2013-06-21,Perth,5.1,19.6,0,1.2,9.2,NE,31,NE,ENE,13,15,73,45,1025,1020.3,0,1,12.8,19.1,No,0,No
2013-06-22,Perth,5.2,22.9,0,2.2,8.7,NNE,30,NE,N,11,11,56,39,1018.3,1015,1,5,12.7,22.3,No,0,No
2013-06-23,Perth,9.8,21,0,2.8,3.3,N,43,NNE,NNW,13,17,39,71,1012.6,1009.8,7,6,15.8,18.7,No,6,Yes
2013-06-24,Perth,10.8,22,6,2.4,7.2,NW,35,NNE,WNW,7,13,93,59,1013.4,1011.4,7,4,14.1,20.8,Yes,9.6,Yes
2013-06-25,Perth,13.1,18.7,9.6,1,2.4,W,33,NE,SSW,2,17,96,69,1013.8,1014,7,7,15,17,Yes,4.4,Yes
